"AX2"	"AX3"	"AX4"	"AX5"	"DPS1"	"DPS2"	"DPS3"	"DPS4"	"DPS5"	"DVM1"	"DVM2"	"DVM4"	"DVM5"	"DVM6"
"Sro2616_g332730.1"	27	4	23	16	20	0	2	12	7	0	0	0	0	2
"Sro2616_g332740.1"	25	11	32	35	3	7	15	20	11	1	1	1	0	19
"Sro2616_g332750.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2618_g332760.1"	0	1	0	2	16	5	0	3	0	0	7	0	0	2
"Sro2618_g332770.1"	11	7	6	17	4	0	0	0	0	0	7	0	0	5
"Sro2618_g332780.1"	0	1	3	3	0	4	0	1	0	0	0	0	0	3
"Sro2618_g332790.1"	39	4	43	20	12	12	4	12	16	0	0	9	0	19
"Sro2618_g332800.1"	12	2	20	30	47	13	8	0	14	6	10	1	2	25
"Sro2618_g332810.1"	5	5	8	14	44	11	3	10	13	3	4	3	0	15
"Sro2619_g332820.1"	0	8	11	5	8	0	2	0	5	0	0	0	7	4
"Sro2619_g332830.1"	8	16	42	48	25	14	12	23	21	8	0	1	5	23
"Sro2619_g332840.1"	5	1	3	7	0	0	1	4	2	0	0	5	0	2
"Sro2619_g332850.1"	273	191	518	595	359	174	156	144	301	57	153	77	89	561
"Sro261_g101690.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro261_g101700.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro261_g101710.1"	27	19	59	38	25	13	26	8	43	9	5	1	7	9
"Sro261_g101720.1"	110	43	168	173	78	48	36	82	106	4	35	27	34	54
"Sro261_g101730.1"	2	0	36	18	13	2	7	0	1	6	0	0	2	7
"Sro261_g101730.2"	0	0	0	0	13	0	0	3	16	0	1	0	0	0
"Sro261_g101740.1"	11	6	0	7	23	0	6	0	16	0	0	0	1	3
"Sro261_g101750.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro261_g101750.2"	52	36	61	58	14	25	31	38	37	6	14	2	0	57
"Sro261_g101760.1"	9	0	15	4	21	5	1	6	1	0	0	0	0	4
"Sro261_g101770.1"	0	0	0	0	0	0	0	0	0	0	6	0	0	0
"Sro261_g101780.1"	47	20	52	73	47	14	17	6	27	10	0	8	8	24
"Sro261_g101790.1"	9	13	9	21	18	0	3	2	18	0	0	0	0	8
"Sro261_g101800.1"	91	44	290	160	62	56	105	63	64	24	31	12	18	77
"Sro261_g101810.1"	0	0	0	1	1	0	0	0	5	0	0	0	0	0
"Sro261_g101820.1"	1	0	0	9	6	4	0	0	12	0	6	0	0	0
"Sro261_g101830.1"	24	6	89	72	11	20	11	9	38	0	0	0	1	15
"Sro261_g101830.2"	0	14	0	0	10	0	0	0	0	0	0	2	0	0
"Sro261_g101840.1"	6	2	6	4	0	10	0	2	0	0	0	0	0	0
"Sro261_g101850.1"	14	1	9	3	11	0	1	1	1	1	4	0	0	1
"Sro261_g101860.1"	0	0	0	0	0	4	0	0	0	0	0	0	7	0
"Sro261_g101870.1"	0	0	0	0	0	4	0	0	0	0	4	0	0	1
"Sro261_g101880.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro261_g101890.1"	7	0	8	10	8	3	2	5	0	2	3	5	0	5
"Sro261_g101890.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro261_g101900.1"	0	9	10	4	0	0	0	0	8	0	0	0	0	0
"Sro261_g101910.1"	7	1	0	2	12	0	2	0	4	0	0	11	0	4
"Sro2622_g332860.1"	0	0	0	4	0	0	0	0	0	0	0	0	1	2
"Sro2622_g332870.1"	0	1	0	1	0	0	1	0	1	1	0	0	0	0
"Sro2622_g332880.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2623_g332890.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2623_g332900.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2623_g332910.1"	25	7	31	23	16	5	11	3	18	0	0	0	7	18
"Sro2623_g332920.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2623_g332930.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2623_g332940.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2625_g332950.1"	295	211	428	786	259	290	98	151	322	41	160	103	86	351
"Sro2626_g332960.1"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2627_g332970.1"	82	43	145	120	50	40	26	39	82	1	33	21	12	45
"Sro2627_g332980.1"	0	8	32	13	14	2	0	1	11	3	0	3	0	0
"Sro2627_g332990.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2628_g333000.1"	0	4	3	3	3	13	0	5	6	2	0	0	0	2
"Sro2628_g333010.1"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2628_g333020.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2628_g333030.1"	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2629_g333040.1"	0	2	5	8	0	13	1	0	0	3	4	0	0	1
"Sro2629_g333050.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2629_g333060.1"	7	7	15	20	5	8	2	2	4	0	0	0	10	2
"Sro2629_g333070.1"	20	11	33	150	21	6	5	11	44	1	7	4	0	16
"Sro2629_g333080.1"	11	3	0	25	29	0	2	2	6	0	7	13	5	7
"Sro262_g101920.1"	27	31	36	52	9	27	7	19	4	0	5	1	6	7
"Sro262_g101930.1"	16	22	43	40	29	42	9	4	22	4	0	5	2	18
"Sro262_g101940.1"	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"Sro262_g101950.1"	44	35	71	143	24	42	23	29	56	3	17	4	0	15
"Sro262_g101960.1"	67	46	69	178	47	67	34	26	79	9	19	13	3	14
"Sro262_g101970.1"	6	10	19	17	8	12	10	11	14	0	13	6	5	0
"Sro262_g101980.1"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"Sro262_g101990.1"	0	5	0	6	8	3	0	0	4	0	0	0	1	6
"Sro262_g102000.1"	0	3	19	16	17	6	0	0	2	0	0	3	8	4
"Sro262_g102010.1"	89	86	96	290	97	104	62	103	117	47	62	26	71	129
"Sro262_g102020.1"	2	7	34	14	2	13	7	6	27	0	2	1	0	5
"Sro262_g102030.1"	583	442	1203	1123	476	450	301	271	666	62	227	180	159	134
"Sro262_g102040.1"	7	3	0	12	3	8	2	1	5	0	0	0	0	2
"Sro262_g102050.1"	60	17	84	50	13	12	8	4	41	4	3	9	3	9
"Sro262_g102060.1"	63	26	83	71	47	26	16	7	46	3	14	11	7	28
"Sro262_g102070.1"	21	6	3	14	26	26	9	20	4	17	8	7	0	1
"Sro262_g102080.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro262_g102080.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro262_g102081.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro262_g102090.1"	2	16	1	9	56	0	4	3	2	6	0	7	2	5
"Sro262_g102100.1"	6	0	0	0	11	9	0	0	0	0	0	0	0	0
"Sro262_g102110.1"	2	5	17	8	5	7	8	0	21	0	0	0	0	6
"Sro262_g102120.1"	19	9	48	37	34	28	5	4	47	0	5	8	23	20
"Sro2630_g333090.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2630_g333100.1"	5	3	10	4	4	1	0	0	0	3	2	0	0	5
"Sro2630_g333110.1"	22	15	39	55	39	5	9	39	24	19	18	4	0	11
"Sro2630_g333120.1"	4	4	0	6	0	3	0	0	0	0	0	0	0	3
"Sro2630_g333130.1"	27	5	55	34	10	7	3	2	22	4	3	2	0	6
"Sro2630_g333140.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2630_g333140.2"	0	0	0	1	0	1	0	0	1	0	0	0	0	0
"Sro2630_g333150.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2631_g333160.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2631_g333170.1"	84	51	110	205	116	79	61	79	108	6	53	45	27	85
"Sro2631_g333180.1"	10	6	4	13	6	2	3	0	14	6	0	0	9	5
"Sro2631_g333190.1"	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2631_g333200.1"	0	5	0	4	0	0	3	0	4	0	0	0	0	0
"Sro2631_g333210.1"	0	0	0	12	0	0	5	0	4	0	0	0	1	0
"Sro2633_g333220.1"	31	7	19	2	40	25	5	53	28	3	28	8	4	36
"Sro2633_g333230.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2634_g333240.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2634_g333250.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2634_g333260.1"	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"Sro2634_g333270.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2634_g333280.1"	2	0	6	4	11	0	0	1	5	0	4	0	0	0
"Sro2635_g333290.1"	31	5	30	24	28	12	13	2	10	10	9	14	3	25
"Sro2635_g333300.1"	60	35	149	163	79	54	47	62	162	16	34	23	43	70
"Sro2637_g333310.1"	5	11	9	45	7	10	18	17	14	5	6	18	11	36
"Sro2637_g333320.1"	396	341	653	1027	1224	489	253	351	715	255	206	168	99	603
"Sro2637_g333330.1"	0	0	0	7	5	0	1	0	0	0	0	1	0	6
"Sro2637_g333340.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2638_g333350.1"	4	2	6	0	4	1	0	0	0	0	0	0	0	0
"Sro2638_g333360.1"	0	0	0	0	2	0	0	4	0	0	1	0	0	0
"Sro2639_g333370.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2639_g333380.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro263_g102130.1"	23	15	12	14	5	1	9	8	7	6	1	2	1	11
"Sro263_g102140.1"	114	110	240	351	279	183	118	105	249	39	110	53	54	189
"Sro263_g102150.1"	6	9	12	25	16	3	0	1	3	0	8	0	0	3
"Sro263_g102160.1"	26	0	44	48	48	18	24	19	5	0	0	0	0	31
"Sro263_g102160.2"	0	10	0	0	0	18	0	0	28	0	5	10	0	0
"Sro263_g102170.1"	41	37	60	93	82	57	40	45	98	4	30	19	11	61
"Sro263_g102180.1"	55	74	133	262	176	134	83	129	131	33	55	33	41	184
"Sro263_g102190.1"	1	4	0	10	10	0	0	0	7	0	0	0	5	3
"Sro263_g102200.1"	0	0	7	0	6	1	0	0	2	0	5	0	0	0
"Sro263_g102201.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro263_g102210.1"	0	3	17	22	1	6	0	0	2	0	2	0	0	14
"Sro263_g102220.1"	17	1	11	9	17	12	1	9	3	0	10	4	0	6
"Sro263_g102230.1"	62	28	82	141	129	66	21	40	67	8	13	23	15	65
"Sro263_g102240.1"	0	0	0	0	0	4	0	9	0	0	0	0	0	0
"Sro263_g102241.1"	0	1	0	0	0	7	1	0	0	0	0	0	0	0
"Sro263_g102250.1"	2	7	15	28	7	1	3	4	13	0	0	0	0	4
"Sro263_g102260.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro263_g102270.1"	31	40	102	69	59	52	17	42	88	15	20	2	4	67
"Sro263_g102280.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro263_g102290.1"	0	4	22	11	36	11	5	15	7	0	3	8	0	10
"Sro263_g102300.1"	16	10	12	38	73	14	14	0	23	27	26	11	2	41
"Sro263_g102310.1"	83	51	194	164	103	143	32	52	146	24	48	28	17	71
"Sro263_g102320.1"	7	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro263_g102330.1"	147	47	154	139	116	61	25	31	94	12	21	35	22	48
"Sro263_g102340.1"	0	0	0	9	1	1	0	0	0	0	0	0	0	0
"Sro263_g102350.1"	0	11	54	54	40	11	8	9	29	1	26	16	16	22
"Sro263_g102360.1"	25	18	54	58	34	32	12	18	31	5	9	9	2	26
"Sro263_g102370.1"	8	4	19	24	17	21	1	3	3	0	0	0	0	6
"Sro263_g102380.1"	215	143	367	271	77	51	29	27	95	7	30	32	9	36
"Sro263_g102390.1"	0	0	6	2	0	0	0	0	0	0	0	0	0	2
"Sro263_g102400.1"	9	0	9	7	0	3	0	7	18	0	7	5	0	5
"Sro263_g102410.1"	1	2	3	9	5	7	13	5	5	5	0	6	9	1
"Sro2640_g333390.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2640_g333400.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2640_g333410.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2641_g333420.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2642_g333430.1"	0	0	0	4	0	0	0	0	0	0	0	0	0	0
"Sro2642_g333450.1"	5	0	0	3	0	0	0	2	0	0	0	0	0	0
"Sro2642_g333460.1"	0	4	3	7	0	0	0	2	0	0	0	0	2	0
"Sro2642_g333470.1"	4	2	0	5	5	1	0	1	15	0	5	5	0	7
"Sro2643_g333480.1"	6	7	7	4	7	1	7	4	3	0	0	4	0	9
"Sro2643_g333490.1"	8	0	2	17	2	0	12	8	0	8	0	3	2	8
"Sro2643_g333500.1"	17	6	12	36	10	24	5	15	7	0	0	4	15	37
"Sro2643_g333510.1"	0	0	0	0	0	0	2	0	0	0	0	0	0	3
"Sro2644_g333520.1"	3	0	0	7	1	8	3	0	0	0	4	0	0	4
"Sro2644_g333530.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2644_g333540.1"	14	16	35	51	27	23	3	11	55	8	18	9	3	75
"Sro2646_g333550.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2646_g333560.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2646_g333570.1"	19	4	13	6	25	16	5	7	12	0	0	5	5	6
"Sro2646_g333580.1"	4	4	21	5	7	7	0	0	0	0	0	1	0	2
"Sro2646_g333590.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2646_g333600.1"	5	0	0	0	22	9	5	0	2	7	3	2	3	14
"Sro2647_g333610.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2647_g333620.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2647_g333630.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2648_g333640.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2648_g333650.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2649_g333660.1"	0	0	7	0	0	0	0	0	2	0	0	0	0	3
"Sro2649_g333670.1"	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"Sro2649_g333680.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro264_g102420.1"	1	15	32	17	20	2	6	2	10	0	8	3	2	12
"Sro264_g102430.1"	19	7	11	21	0	10	0	0	16	0	0	0	0	0
"Sro264_g102430.2"	0	0	0	0	35	0	0	11	0	0	0	0	0	0
"Sro264_g102440.1"	4	0	17	6	18	4	4	6	0	5	0	0	1	3
"Sro264_g102450.1"	3	12	25	24	13	2	0	8	6	8	0	6	0	1
"Sro264_g102460.1"	30	25	87	118	37	66	32	14	58	31	19	25	11	95
"Sro264_g102470.1"	1068	612	1464	1943	920	668	586	522	1361	193	471	266	215	727
"Sro264_g102480.1"	13	0	0	0	14	4	0	8	7	0	5	0	2	1
"Sro264_g102490.1"	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"Sro264_g102500.1"	38	22	58	167	7	17	4	9	97	2	0	10	4	7
"Sro264_g102510.1"	13	3	20	19	0	6	8	0	20	1	1	6	0	16
"Sro264_g102520.1"	101	107	133	350	78	108	39	36	156	129	124	27	10	132
"Sro264_g102530.1"	116	102	210	283	184	42	36	31	87	52	11	52	15	47
"Sro264_g102540.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro264_g102550.1"	56	48	221	116	46	52	18	25	25	4	19	1	16	65
"Sro264_g102560.1"	4	0	6	0	3	11	0	3	3	0	0	0	0	2
"Sro264_g102570.1"	8	0	0	4	0	0	0	0	4	0	0	0	0	3
"Sro264_g102580.1"	8	11	5	11	10	1	1	7	0	7	4	7	10	6
"Sro264_g102590.1"	4	8	18	12	14	2	0	3	4	0	0	0	0	6
"Sro264_g102600.1"	7	3	0	3	11	0	0	5	4	0	0	0	0	0
"Sro264_g102610.1"	9	4	0	3	0	0	0	0	11	0	0	0	0	1
"Sro264_g102620.1"	4	4	14	12	65	0	0	3	3	6	0	0	4	3
"Sro264_g102630.1"	10	4	7	6	9	8	2	0	8	0	0	0	0	1
"Sro264_g102640.1"	0	2	3	1	0	0	0	0	0	0	0	0	0	0
"Sro264_g102650.1"	55	41	69	111	34	17	30	34	40	16	3	7	4	37
"Sro264_g102660.1"	16	4	14	38	0	0	0	1	12	5	7	4	0	5
"Sro264_g102670.1"	13	1	0	1	0	2	1	0	0	0	0	0	0	0
"Sro264_g102680.1"	73	51	118	162	85	52	31	46	99	8	47	27	10	70
"Sro2652_g333690.1"	0	3	4	1	17	0	0	16	2	0	7	5	0	19
"Sro2652_g333700.1"	4	4	8	2	0	0	0	5	0	0	0	0	0	0
"Sro2652_g333710.1"	75	44	43	107	50	45	15	15	48	19	23	9	7	75
"Sro2652_g333720.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2652_g333730.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2653_g333740.1"	313	238	643	620	521	213	142	130	243	65	153	96	45	213
"Sro2653_g333750.1"	12	19	29	22	18	2	1	0	8	0	5	0	0	0
"Sro2653_g333760.1"	9	0	2	8	6	0	0	0	2	0	0	0	0	4
"Sro2653_g333770.1"	17	4	13	8	11	1	2	1	1	1	0	0	2	0
"Sro2653_g333780.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2653_g333790.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2654_g333800.1"	14	30	29	117	53	32	16	40	58	0	15	12	23	30
"Sro2654_g333810.1"	41	15	92	36	44	29	10	24	34	0	0	3	0	19
"Sro2654_g333820.1"	4	7	17	11	0	1	3	2	5	0	0	0	0	5
"Sro2654_g333830.1"	14	2	24	14	18	2	0	0	14	1	1	0	0	2
"Sro2655_g333840.1"	11	2	12	4	0	0	1	0	0	0	7	2	0	0
"Sro2657_g333850.1"	16	15	41	34	32	38	9	18	37	5	6	6	11	35
"Sro2657_g333860.1"	6	14	42	13	33	13	1	17	2	6	4	6	8	12
"Sro2657_g333870.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2658_g333880.1"	7	1	0	0	6	0	0	0	2	8	0	0	0	7
"Sro2658_g333890.1"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"Sro2658_g333900.1"	41	52	58	41	40	27	35	14	26	1	5	17	2	9
"Sro2658_g333910.1"	0	4	18	0	6	1	1	2	0	0	0	3	0	0
"Sro2659_g333920.1"	40	14	11	60	17	6	3	26	22	10	16	2	6	19
"Sro2659_g333930.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro265_g102690.1"	4	3	0	7	0	0	0	0	6	0	0	0	0	8
"Sro265_g102700.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro265_g102710.1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro265_g102720.1"	4	1	3	10	10	4	0	8	7	0	8	4	1	11
"Sro265_g102730.1"	0	2	14	11	0	0	1	0	9	2	0	0	0	1
"Sro265_g102740.1"	4	5	6	6	7	0	12	9	4	0	0	8	0	4
"Sro265_g102750.1"	0	0	0	1	0	0	0	1	0	0	0	1	0	0
"Sro265_g102760.1"	3	4	9	11	25	0	2	1	18	0	0	2	0	3
"Sro265_g102761.1"	0	0	0	8	0	0	0	9	4	0	0	0	5	0
"Sro265_g102770.1"	60	33	50	139	27	31	37	19	37	36	71	8	18	73
"Sro265_g102780.1"	53	24	68	78	248	128	95	127	151	98	115	83	70	213
"Sro265_g102790.1"	2	0	7	3	6	8	1	0	5	0	0	0	0	1
"Sro265_g102790.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro265_g102800.1"	1	1	3	17	14	9	5	4	8	0	1	4	3	6
"Sro265_g102810.1"	0	0	0	0	0	0	0	0	4	0	0	1	0	1
"Sro265_g102820.1"	4	2	0	1	0	0	0	5	0	0	0	0	0	2
"Sro265_g102830.1"	0	0	7	3	1	5	2	0	4	0	9	0	14	12
"Sro265_g102840.1"	9	0	0	2	7	1	0	0	0	0	0	0	0	0
"Sro265_g102850.1"	10	0	0	9	6	0	0	1	7	0	0	0	0	0
"Sro265_g102860.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro265_g102870.1"	11	0	0	1	0	0	0	0	0	0	0	0	0	0
"Sro265_g102870.2"	0	3	2	0	0	0	2	4	0	0	0	0	0	0
"Sro265_g102880.1"	5	0	21	14	0	6	0	0	0	0	5	1	0	7
"Sro265_g102890.1"	0	0	0	0	8	0	0	0	0	0	0	0	0	0
"Sro265_g102900.1"	2	1	0	1	0	0	0	0	4	0	0	0	0	8
"Sro265_g102910.1"	67	54	112	95	37	47	13	22	55	15	27	33	17	80
"Sro265_g102920.1"	2	4	17	11	0	8	3	0	0	2	1	0	1	0
"Sro265_g102930.1"	1	0	12	2	10	16	5	0	3	0	14	2	5	4
"Sro265_g102940.1"	3	9	27	16	9	0	1	3	4	0	0	0	4	10
"Sro265_g102950.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro265_g102960.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro265_g102970.1"	6	2	22	30	21	15	3	5	8	4	6	5	13	2
"Sro2660_g333940.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2660_g333950.1"	2	4	10	12	0	7	0	0	0	0	0	0	0	4
"Sro2660_g333960.1"	77	64	75	250	97	64	34	35	62	15	55	29	9	256
"Sro2660_g333970.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2661_g333980.1"	196	108	320	364	38	46	27	52	135	119	147	18	7	47
"Sro2662_g333990.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2662_g334000.1"	0	0	8	2	0	0	0	0	2	1	0	0	0	13
"Sro2662_g334010.1"	25	3	29	30	15	20	5	7	11	0	4	4	1	6
"Sro2662_g334020.1"	1	2	10	4	11	7	0	0	0	0	0	0	0	0
"Sro2663_g334030.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2663_g334040.1"	1	0	6	3	2	0	1	0	5	0	1	0	0	3
"Sro2663_g334050.1"	39	20	27	80	41	33	5	1	43	8	15	1	20	41
"Sro2663_g334050.2"	0	0	0	0	0	0	0	6	0	0	0	4	0	0
"Sro2663_g334060.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2663_g334060.2"	2	0	4	2	6	2	1	0	10	0	0	0	0	0
"Sro2663_g334070.1"	7	6	3	5	8	0	0	6	0	0	0	0	0	2
"Sro2664_g334090.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2665_g334110.1"	0	0	0	14	17	1	2	0	10	0	0	0	2	8
"Sro2665_g334120.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2665_g334130.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2665_g334140.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2665_g334150.1"	127	66	117	197	47	116	63	64	119	20	45	19	12	51
"Sro2666_g334160.1"	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2666_g334170.1"	111	47	140	195	107	35	46	35	58	54	47	11	18	57
"Sro2666_g334180.1"	18	13	36	33	20	19	10	2	27	5	15	1	1	9
"Sro2666_g334190.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2666_g334190.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2668_g334200.1"	13	10	0	23	15	12	5	3	17	0	0	0	9	3
"Sro2668_g334210.1"	9	6	22	10	15	13	14	12	19	14	6	6	4	11
"Sro2668_g334220.1"	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2668_g334230.1"	22	8	23	30	16	13	6	6	16	0	2	4	0	16
"Sro2669_g334240.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2669_g334250.1"	43	32	122	134	108	56	38	46	70	18	37	33	17	59
"Sro2669_g334260.1"	30	24	130	121	77	37	15	43	35	10	26	19	4	35
"Sro2669_g334270.1"	0	0	0	0	0	1	0	3	0	0	0	0	0	9
"Sro266_g102980.1"	0	3	0	8	2	2	0	12	2	0	0	2	6	13
"Sro266_g102990.1"	0	1	23	3	4	9	3	6	11	0	10	7	1	13
"Sro266_g103000.1"	79	27	77	83	81	58	25	24	89	31	24	28	29	68
"Sro266_g103000.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro266_g103010.1"	13	9	15	19	17	13	3	15	15	0	4	2	0	18
"Sro266_g103020.1"	33	17	29	25	27	23	6	18	35	0	5	0	0	28
"Sro266_g103030.1"	35	40	62	114	38	42	13	35	37	5	24	19	3	71
"Sro266_g103040.1"	94	56	163	239	114	63	50	41	155	1	49	22	19	127
"Sro266_g103050.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro266_g103060.1"	0	0	8	0	0	0	0	1	6	0	0	0	0	0
"Sro266_g103070.1"	112	80	132	134	128	96	29	90	74	28	31	17	9	92
"Sro266_g103080.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro266_g103090.1"	12	17	41	29	15	19	13	20	19	0	24	0	0	9
"Sro266_g103100.1"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Sro266_g103110.1"	5	0	0	1	0	5	0	6	3	0	0	0	0	5
"Sro266_g103120.1"	4	1	13	6	0	2	8	0	3	0	0	0	2	0
"Sro266_g103130.1"	7	4	26	8	5	0	8	15	10	0	0	2	9	15
"Sro266_g103140.1"	6	7	13	3	8	4	12	0	4	0	0	0	3	11
"Sro266_g103150.1"	22	9	35	34	35	18	13	17	13	0	2	1	5	9
"Sro266_g103160.1"	10	5	22	28	19	15	7	10	12	0	14	0	5	34
"Sro266_g103170.1"	0	0	0	7	12	1	0	4	5	0	0	0	5	8
"Sro266_g103180.1"	0	0	0	0	0	0	0	0	6	0	0	0	0	0
"Sro266_g103190.1"	1	0	5	1	6	3	0	1	0	0	0	5	0	0
"Sro266_g103200.1"	1	12	55	26	2	18	9	17	7	0	5	0	0	0
"Sro266_g103210.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro266_g103220.1"	1	0	0	7	0	0	0	0	0	0	0	0	0	0
"Sro266_g103230.1"	7	6	11	7	7	1	0	2	4	0	3	0	0	7
"Sro266_g103240.1"	6	2	9	12	11	6	28	3	7	0	0	3	1	18
"Sro266_g103250.1"	0	1	5	1	1	7	4	0	0	0	0	0	3	4
"Sro266_g103260.1"	10	16	34	15	13	7	6	4	15	0	4	0	1	7
"Sro266_g103270.1"	1	1	0	10	23	0	0	4	9	0	8	0	0	0
"Sro266_g103280.1"	9	5	27	22	6	4	0	4	5	0	1	0	0	6
"Sro266_g103290.1"	3	19	44	27	18	17	4	13	15	2	20	9	0	13
"Sro266_g103300.1"	17	20	41	87	45	7	8	24	50	2	3	0	1	22
"Sro2670_g334280.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2670_g334290.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro2671_g334300.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
